,Unnamed: 0,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
494,2,Go First,30/01/2022,Goa,Mumbai,23:55,01:20,Non stop,"₹ 3,635"
495,3,Go First,30/01/2022,Goa,Mumbai,12:00,20:25,1 stop via New Delhi,"₹ 3,635"
496,4,Go First,30/01/2022,Goa,Mumbai,12:00,20:25,1 stop via New Delhi,"₹ 3,635"
497,5,Go First,30/01/2022,Goa,Mumbai,10:45,21:00,1 stop via Ahmedabad,"₹ 3,635"
498,6,Go First,30/01/2022,Goa,Mumbai,17:40,00:40,1 stop via New Delhi,"₹ 3,635"
499,7,Go First,30/01/2022,Goa,Mumbai,21:05,02:00,1 stop via Ahmedabad,"₹ 3,635"
500,8,Go First,30/01/2022,Goa,Mumbai,23:55,10:10,1 stop via New Delhi,"₹ 3,635"
501,9,Air India,30/01/2022,Goa,Mumbai,07:05,08:20,Non stop,"₹ 3,637"
502,10,Air India,30/01/2022,Goa,Mumbai,23:00,00:10,Non stop,"₹ 3,637"
503,11,Go First,30/01/2022,Goa,Mumbai,17:00,18:20,Non stop,"₹ 3,845"
504,12,IndiGo,30/01/2022,Goa,Mumbai,06:55,08:10,Non stop,"₹ 4,161"
505,13,IndiGo,30/01/2022,Goa,Mumbai,23:30,00:40,Non stop,"₹ 4,161"
506,14,Air India,30/01/2022,Goa,Mumbai,21:00,22:25,Non stop,"₹ 5,002"
507,15,Spicejet,30/01/2022,Goa,Mumbai,13:30,14:45,Non stop,"₹ 5,421"
508,16,Go First,30/01/2022,Goa,Mumbai,13:15,14:35,Non stop,"₹ 5,631"
509,17,Spicejet,30/01/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 6,995"
510,18,Go First,30/01/2022,Goa,Mumbai,11:00,12:30,Non stop,"₹ 7,205"
511,19,IndiGo,30/01/2022,Goa,Mumbai,13:10,14:25,Non stop,"₹ 8,046"
512,20,IndiGo,30/01/2022,Goa,Mumbai,16:30,17:45,Non stop,"₹ 8,046"
513,21,Air India,30/01/2022,Goa,Mumbai,11:05,23:55,"2 stop via Surat,Hyderabad","₹ 8,362"
514,22,IndiGo,30/01/2022,Goa,Mumbai,18:30,19:40,Non stop,"₹ 8,676"
515,23,Air India,30/01/2022,Goa,Mumbai,17:30,23:55,"2 stop via Mysore,Hyderabad","₹ 9,150"
516,24,Air India,30/01/2022,Goa,Mumbai,17:30,23:55,"2 stop via Mysore,Hyderabad","₹ 9,150"
517,25,Air India,30/01/2022,Goa,Mumbai,21:00,08:35,1 stop via Bengaluru,"₹ 9,202"
518,26,Go First,30/01/2022,Goa,Mumbai,14:00,18:35,1 stop via Bengaluru,"₹ 9,412"
519,27,Go First,30/01/2022,Goa,Mumbai,18:15,19:40,Non stop,"₹ 9,831"
520,28,Vistara,30/01/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 9,832"
521,29,Air India,30/01/2022,Goa,Mumbai,01:15,09:05,1 stop via New Delhi,"₹ 13,192"
522,30,Air India,30/01/2022,Goa,Mumbai,01:15,09:05,1 stop via New Delhi,"₹ 13,192"
523,31,Air India,30/01/2022,Goa,Mumbai,14:10,20:00,1 stop via New Delhi,"₹ 13,192"
524,32,Vistara,30/01/2022,Goa,Mumbai,14:30,22:00,1 stop via New Delhi,"₹ 14,032"
525,0,Spicejet,31/01/2022,Goa,Mumbai,05:25,06:40,Non stop,"₹ 3,635"
526,1,Go First,31/01/2022,Goa,Mumbai,06:40,07:50,Non stop,"₹ 3,635"
527,2,Go First,31/01/2022,Goa,Mumbai,13:15,14:35,Non stop,"₹ 3,635"
528,3,Spicejet,31/01/2022,Goa,Mumbai,13:30,14:45,Non stop,"₹ 3,635"
529,4,Spicejet,31/01/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 3,635"
530,5,Go First,31/01/2022,Goa,Mumbai,23:55,01:20,Non stop,"₹ 3,635"
531,6,Go First,31/01/2022,Goa,Mumbai,21:05,02:00,1 stop via Ahmedabad,"₹ 3,635"
532,7,Go First,31/01/2022,Goa,Mumbai,23:55,09:10,1 stop via New Delhi,"₹ 3,635"
533,8,IndiGo,31/01/2022,Goa,Mumbai,06:55,08:10,Non stop,"₹ 3,636"
534,9,IndiGo,31/01/2022,Goa,Mumbai,13:10,14:25,Non stop,"₹ 3,636"
535,10,IndiGo,31/01/2022,Goa,Mumbai,16:30,17:45,Non stop,"₹ 3,636"
536,11,Air India,31/01/2022,Goa,Mumbai,07:05,08:20,Non stop,"₹ 3,637"
537,12,Air India,31/01/2022,Goa,Mumbai,15:20,16:35,Non stop,"₹ 3,637"
538,13,Air India,31/01/2022,Goa,Mumbai,21:00,22:25,Non stop,"₹ 3,637"
539,14,Air India,31/01/2022,Goa,Mumbai,23:00,00:10,Non stop,"₹ 3,637"
540,15,Go First,31/01/2022,Goa,Mumbai,18:15,19:40,Non stop,"₹ 3,845"
541,16,Vistara,31/01/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 3,952"
542,17,IndiGo,31/01/2022,Goa,Mumbai,18:30,19:40,Non stop,"₹ 4,371"
543,18,Go First,31/01/2022,Goa,Mumbai,17:00,18:20,Non stop,"₹ 5,001"
544,19,Air India,31/01/2022,Goa,Mumbai,17:30,23:55,"2 stop via Mysore,Hyderabad","₹ 8,362"
545,20,Air India,31/01/2022,Goa,Mumbai,17:30,23:55,"2 stop via Mysore,Hyderabad","₹ 8,362"
546,21,Go First,31/01/2022,Goa,Mumbai,14:00,18:35,1 stop via Bengaluru,"₹ 9,096"
547,22,Air India,31/01/2022,Goa,Mumbai,21:00,08:35,1 stop via Bengaluru,"₹ 9,202"
548,23,Air India,31/01/2022,Goa,Mumbai,01:15,09:05,1 stop via New Delhi,"₹ 13,192"
549,24,Air India,31/01/2022,Goa,Mumbai,14:10,20:00,1 stop via New Delhi,"₹ 13,192"
550,25,Vistara,31/01/2022,Goa,Mumbai,14:30,22:00,1 stop via New Delhi,"₹ 13,192"
551,26,Go First,31/01/2022,Goa,Mumbai,17:40,00:40,1 stop via New Delhi,"₹ 16,892"
552,0,Go First,25/01/2022,Goa,New Delhi,17:40,20:20,Non stop,"₹ 7,625"
553,1,Spicejet,25/01/2022,Goa,New Delhi,19:30,22:10,Non stop,"₹ 7,625"
554,2,Spicejet,25/01/2022,Goa,New Delhi,22:35,01:00,Non stop,"₹ 7,625"
555,3,Go First,25/01/2022,Goa,New Delhi,18:15,00:20,1 stop via Mumbai,"₹ 7,625"
556,4,Go First,25/01/2022,Goa,New Delhi,18:15,00:20,1 stop via Mumbai,"₹ 7,625"
557,5,Spicejet,25/01/2022,Goa,New Delhi,13:55,09:00,1 stop via Pune,"₹ 7,625"
558,6,Spicejet,25/01/2022,Goa,New Delhi,12:55,13:00,1 stop via Rajkot,"₹ 7,625"
559,7,IndiGo,25/01/2022,Goa,New Delhi,14:05,16:35,Non stop,"₹ 7,626"
560,8,IndiGo,25/01/2022,Goa,New Delhi,15:20,17:50,Non stop,"₹ 7,626"
561,9,IndiGo,25/01/2022,Goa,New Delhi,22:00,00:30,Non stop,"₹ 7,626"
562,10,IndiGo,25/01/2022,Goa,New Delhi,08:05,14:50,1 stop via Bengaluru,"₹ 7,626"
563,11,IndiGo,25/01/2022,Goa,New Delhi,08:05,14:50,1 stop via Bengaluru,"₹ 7,626"
564,12,IndiGo,25/01/2022,Goa,New Delhi,13:10,19:20,1 stop via Mumbai,"₹ 7,626"
565,13,IndiGo,25/01/2022,Goa,New Delhi,14:30,19:55,1 stop via Hyderabad,"₹ 7,626"
566,14,IndiGo,25/01/2022,Goa,New Delhi,14:40,21:20,1 stop via Indore,"₹ 7,626"
567,15,IndiGo,25/01/2022,Goa,New Delhi,16:30,21:25,1 stop via Mumbai,"₹ 7,626"
568,16,Air India,25/01/2022,Goa,New Delhi,01:15,03:40,Non stop,"₹ 7,627"
569,17,Air India,25/01/2022,Goa,New Delhi,14:10,16:45,Non stop,"₹ 7,627"
570,18,Vistara,25/01/2022,Goa,New Delhi,14:30,17:05,Non stop,"₹ 7,627"
571,19,AirAsia,25/01/2022,Goa,New Delhi,16:35,19:20,Non stop,"₹ 7,627"
572,20,Air India,25/01/2022,Goa,New Delhi,15:20,21:15,1 stop via Mumbai,"₹ 9,202"
573,21,Air India,25/01/2022,Goa,New Delhi,15:20,21:15,1 stop via Mumbai,"₹ 9,202"
574,22,"IndiGo, Go First",25/01/2022,Goa,New Delhi,18:30,00:20,1 stop via Mumbai,"₹ 9,578"
575,23,"Go First, Vistara",25/01/2022,Goa,New Delhi,17:00,23:00,1 stop via Mumbai,"₹ 9,579"
576,24,"IndiGo, Vistara",25/01/2022,Goa,New Delhi,06:55,12:40,1 stop via Mumbai,"₹ 9,580"
577,25,"Vistara, IndiGo",25/01/2022,Goa,New Delhi,13:20,19:20,1 stop via Mumbai,"₹ 9,580"
578,26,"Air India, Vistara",25/01/2022,Goa,New Delhi,07:05,12:40,1 stop via Mumbai,"₹ 9,581"
579,0,Go First,26/01/2022,Goa,New Delhi,17:40,20:20,Non stop,"₹ 7,625"
580,1,Spicejet,26/01/2022,Goa,New Delhi,22:35,01:00,Non stop,"₹ 7,625"
581,2,Go First,26/01/2022,Goa,New Delhi,23:55,02:20,Non stop,"₹ 7,625"
582,3,Spicejet,26/01/2022,Goa,New Delhi,13:30,21:50,1 stop via Mumbai,"₹ 7,625"
583,4,Spicejet,26/01/2022,Goa,New Delhi,13:30,21:50,1 stop via Mumbai,"₹ 7,625"
584,5,Spicejet,26/01/2022,Goa,New Delhi,06:20,22:30,1 stop via Ahmedabad,"₹ 7,625"
585,6,Go First,26/01/2022,Goa,New Delhi,18:15,00:20,1 stop via Mumbai,"₹ 7,625"
586,7,Go First,26/01/2022,Goa,New Delhi,13:10,00:50,1 stop via Bengaluru,"₹ 7,625"
587,8,Spicejet,26/01/2022,Goa,New Delhi,13:55,09:00,1 stop via Pune,"₹ 7,625"
588,9,Spicejet,26/01/2022,Goa,New Delhi,17:35,09:35,1 stop via Mumbai,"₹ 7,625"
589,10,Spicejet,26/01/2022,Goa,New Delhi,12:55,11:45,1 stop via Rajkot,"₹ 7,625"
590,11,IndiGo,26/01/2022,Goa,New Delhi,13:00,15:35,Non stop,"₹ 7,626"
591,12,IndiGo,26/01/2022,Goa,New Delhi,16:40,19:10,Non stop,"₹ 7,626"
592,13,IndiGo,26/01/2022,Goa,New Delhi,18:50,21:25,Non stop,"₹ 7,626"
593,14,IndiGo,26/01/2022,Goa,New Delhi,22:00,00:30,Non stop,"₹ 7,626"
594,15,IndiGo,26/01/2022,Goa,New Delhi,06:55,14:00,1 stop via Mumbai,"₹ 7,626"
595,16,IndiGo,26/01/2022,Goa,New Delhi,06:55,14:00,1 stop via Mumbai,"₹ 7,626"
596,17,IndiGo,26/01/2022,Goa,New Delhi,08:05,14:20,1 stop via Bengaluru,"₹ 7,626"
597,18,IndiGo,26/01/2022,Goa,New Delhi,13:10,19:20,1 stop via Mumbai,"₹ 7,626"
598,19,IndiGo,26/01/2022,Goa,New Delhi,14:30,19:55,1 stop via Hyderabad,"₹ 7,626"
599,20,IndiGo,26/01/2022,Goa,New Delhi,14:35,20:45,1 stop via Bengaluru,"₹ 7,626"
600,21,IndiGo,26/01/2022,Goa,New Delhi,14:40,21:20,1 stop via Indore,"₹ 7,626"
601,22,IndiGo,26/01/2022,Goa,New Delhi,17:05,22:30,1 stop via Surat,"₹ 7,626"
602,23,IndiGo,26/01/2022,Goa,New Delhi,17:55,23:45,1 stop via Hyderabad,"₹ 7,626"
603,24,Air India,26/01/2022,Goa,New Delhi,01:15,03:40,Non stop,"₹ 7,627"
604,25,Air India,26/01/2022,Goa,New Delhi,14:10,16:45,Non stop,"₹ 7,627"
605,26,Vistara,26/01/2022,Goa,New Delhi,14:30,17:05,Non stop,"₹ 7,627"
606,27,AirAsia,26/01/2022,Goa,New Delhi,16:35,19:20,Non stop,"₹ 7,627"
607,28,Spicejet,26/01/2022,Goa,New Delhi,19:30,22:10,Non stop,"₹ 8,571"
608,29,Vistara,26/01/2022,Goa,New Delhi,13:20,18:05,1 stop via Mumbai,"₹ 9,202"
609,30,Vistara,26/01/2022,Goa,New Delhi,13:20,18:05,1 stop via Mumbai,"₹ 9,202"
610,31,Air India,26/01/2022,Goa,New Delhi,15:20,21:15,1 stop via Mumbai,"₹ 9,202"
611,32,"Spicejet, Vistara",26/01/2022,Goa,New Delhi,17:35,23:00,1 stop via Mumbai,"₹ 9,579"
612,0,Go First,27/01/2022,Goa,New Delhi,17:40,20:20,Non stop,"₹ 7,625"
613,1,Spicejet,27/01/2022,Goa,New Delhi,22:35,01:00,Non stop,"₹ 7,625"
614,2,Go First,27/01/2022,Goa,New Delhi,23:55,02:20,Non stop,"₹ 7,625"
615,3,Spicejet,27/01/2022,Goa,New Delhi,05:25,21:50,1 stop via Mumbai,"₹ 7,625"
616,4,Spicejet,27/01/2022,Goa,New Delhi,05:25,21:50,1 stop via Mumbai,"₹ 7,625"
617,5,Spicejet,27/01/2022,Goa,New Delhi,08:15,23:45,1 stop via Hyderabad,"₹ 7,625"
618,6,Go First,27/01/2022,Goa,New Delhi,14:00,00:50,1 stop via Bengaluru,"₹ 7,625"
619,7,Spicejet,27/01/2022,Goa,New Delhi,07:30,08:40,1 stop via Bengaluru,"₹ 7,625"
620,8,Spicejet,27/01/2022,Goa,New Delhi,13:55,09:00,1 stop via Pune,"₹ 7,625"
621,9,Spicejet,27/01/2022,Goa,New Delhi,12:55,11:45,1 stop via Rajkot,"₹ 7,625"
622,10,IndiGo,27/01/2022,Goa,New Delhi,13:00,15:35,Non stop,"₹ 7,626"
623,11,IndiGo,27/01/2022,Goa,New Delhi,14:05,16:35,Non stop,"₹ 7,626"
624,12,IndiGo,27/01/2022,Goa,New Delhi,15:20,17:50,Non stop,"₹ 7,626"
625,13,IndiGo,27/01/2022,Goa,New Delhi,18:50,21:25,Non stop,"₹ 7,626"
626,14,IndiGo,27/01/2022,Goa,New Delhi,13:10,19:20,1 stop via Mumbai,"₹ 7,626"
627,15,IndiGo,27/01/2022,Goa,New Delhi,13:10,19:20,1 stop via Mumbai,"₹ 7,626"
628,16,IndiGo,27/01/2022,Goa,New Delhi,14:30,19:55,1 stop via Hyderabad,"₹ 7,626"
629,17,IndiGo,27/01/2022,Goa,New Delhi,14:40,21:20,1 stop via Indore,"₹ 7,626"
630,18,IndiGo,27/01/2022,Goa,New Delhi,16:30,21:25,1 stop via Mumbai,"₹ 7,626"
631,19,IndiGo,27/01/2022,Goa,New Delhi,15:25,22:10,1 stop via Bengaluru,"₹ 7,626"
632,20,IndiGo,27/01/2022,Goa,New Delhi,17:55,23:45,1 stop via Hyderabad,"₹ 7,626"
633,21,Air India,27/01/2022,Goa,New Delhi,01:15,03:40,Non stop,"₹ 7,627"
634,22,Air India,27/01/2022,Goa,New Delhi,14:10,16:45,Non stop,"₹ 7,627"
635,23,Vistara,27/01/2022,Goa,New Delhi,14:30,17:05,Non stop,"₹ 7,627"
636,24,AirAsia,27/01/2022,Goa,New Delhi,16:35,19:20,Non stop,"₹ 7,834"
637,0,Spicejet,25/01/2022,Ahmedabad,Tirupati,05:05,18:35,1 stop via Pune,"₹ 7,947"
638,1,IndiGo,25/01/2022,Ahmedabad,Tirupati,07:35,13:30,1 stop via Hyderabad,"₹ 8,369"
639,2,IndiGo,25/01/2022,Ahmedabad,Tirupati,07:35,16:40,1 stop via Hyderabad,"₹ 8,630"
640,3,IndiGo,25/01/2022,Ahmedabad,Tirupati,05:40,11:45,1 stop via Bengaluru,"₹ 8,894"
641,4,IndiGo,25/01/2022,Ahmedabad,Tirupati,05:40,13:30,"2 stop via New Delhi,Hyderabad","₹ 8,946"
642,5,"IndiGo, Spicejet",25/01/2022,Ahmedabad,Tirupati,07:35,14:05,1 stop via Hyderabad,"₹ 9,041"
643,6,"IndiGo, Air India",25/01/2022,Ahmedabad,Tirupati,07:35,13:35,1 stop via Hyderabad,"₹ 9,042"
644,7,"IndiGo, Spicejet",25/01/2022,Ahmedabad,Tirupati,05:40,14:05,"2 stop via Bengaluru,Hyderabad","₹ 9,130"
645,8,Air India,25/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
646,9,Air India,25/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
647,10,Air India,25/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
648,11,Air India,25/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
649,12,Air India,25/01/2022,Ahmedabad,Tirupati,18:45,13:35,"2 stop via New Delhi,Hyderabad","₹ 13,672"
650,13,Air India,25/01/2022,Ahmedabad,Tirupati,19:35,13:35,"3 stop via Mumbai,New Delhi,Hyderabad","₹ 16,822"
651,14,Air India,25/01/2022,Ahmedabad,Tirupati,08:20,13:35,"4 stop via Nasik,Pune,New Delhi,Hyderabad","₹ 16,875"
652,0,IndiGo,26/01/2022,Ahmedabad,Tirupati,07:35,13:30,1 stop via Hyderabad,"₹ 7,949"
653,1,IndiGo,26/01/2022,Ahmedabad,Tirupati,22:45,07:20,1 stop via Hyderabad,"₹ 7,949"
654,2,IndiGo,26/01/2022,Ahmedabad,Tirupati,07:35,16:40,1 stop via Hyderabad,"₹ 8,105"
655,3,"IndiGo, Spicejet",26/01/2022,Ahmedabad,Tirupati,07:35,14:05,1 stop via Hyderabad,"₹ 8,673"
656,4,"IndiGo, Air India",26/01/2022,Ahmedabad,Tirupati,07:35,13:35,1 stop via Hyderabad,"₹ 8,674"
657,5,IndiGo,26/01/2022,Ahmedabad,Tirupati,05:40,13:30,"2 stop via New Delhi,Hyderabad","₹ 8,946"
658,6,Air India,26/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
659,7,Air India,26/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
660,8,Air India,26/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
661,9,Air India,26/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
662,10,Air India,26/01/2022,Ahmedabad,Tirupati,18:45,13:35,"2 stop via New Delhi,Hyderabad","₹ 13,672"
663,11,Air India,26/01/2022,Ahmedabad,Tirupati,19:35,13:35,"3 stop via Mumbai,New Delhi,Hyderabad","₹ 16,822"
664,0,Spicejet,27/01/2022,Ahmedabad,Tirupati,05:05,18:35,1 stop via Pune,"₹ 7,947"
665,1,IndiGo,27/01/2022,Ahmedabad,Tirupati,07:35,13:30,1 stop via Hyderabad,"₹ 7,949"
666,2,IndiGo,27/01/2022,Ahmedabad,Tirupati,07:35,16:40,1 stop via Hyderabad,"₹ 7,949"
667,3,"IndiGo, Spicejet",27/01/2022,Ahmedabad,Tirupati,07:35,14:05,1 stop via Hyderabad,"₹ 8,673"
668,4,"IndiGo, Air India",27/01/2022,Ahmedabad,Tirupati,07:35,13:35,1 stop via Hyderabad,"₹ 8,674"
669,5,IndiGo,27/01/2022,Ahmedabad,Tirupati,05:40,13:30,"2 stop via New Delhi,Hyderabad","₹ 8,946"
670,6,Air India,27/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
671,7,Air India,27/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
672,8,Air India,27/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
673,9,Air India,27/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
674,10,Air India,27/01/2022,Ahmedabad,Tirupati,18:45,13:35,"2 stop via New Delhi,Hyderabad","₹ 13,672"
675,11,Air India,27/01/2022,Ahmedabad,Tirupati,19:35,13:35,"3 stop via Mumbai,New Delhi,Hyderabad","₹ 16,822"
676,12,Air India,27/01/2022,Ahmedabad,Tirupati,08:20,13:35,"4 stop via Nasik,Pune,New Delhi,Hyderabad","₹ 16,875"
677,0,IndiGo,28/01/2022,Ahmedabad,Tirupati,07:35,13:30,1 stop via Hyderabad,"₹ 7,949"
678,1,IndiGo,28/01/2022,Ahmedabad,Tirupati,07:35,16:40,1 stop via Hyderabad,"₹ 7,949"
679,2,IndiGo,28/01/2022,Ahmedabad,Tirupati,22:45,07:20,1 stop via Hyderabad,"₹ 7,949"
680,3,"IndiGo, Spicejet",28/01/2022,Ahmedabad,Tirupati,07:35,14:05,1 stop via Hyderabad,"₹ 8,673"
681,4,"IndiGo, Air India",28/01/2022,Ahmedabad,Tirupati,07:35,13:35,1 stop via Hyderabad,"₹ 8,674"
682,5,IndiGo,28/01/2022,Ahmedabad,Tirupati,05:40,11:45,1 stop via Bengaluru,"₹ 8,894"
683,6,IndiGo,28/01/2022,Ahmedabad,Tirupati,05:40,13:30,"2 stop via New Delhi,Hyderabad","₹ 8,946"
684,7,"IndiGo, Spicejet",28/01/2022,Ahmedabad,Tirupati,05:40,14:05,"2 stop via Bengaluru,Hyderabad","₹ 9,130"
685,8,Air India,28/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
686,9,Air India,28/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
687,10,Air India,28/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,662"
688,11,Air India,28/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 11,512"
689,12,Air India,28/01/2022,Ahmedabad,Tirupati,18:45,13:35,"2 stop via New Delhi,Hyderabad","₹ 14,092"
690,13,Air India,28/01/2022,Ahmedabad,Tirupati,08:20,13:35,"4 stop via Nasik,Pune,New Delhi,Hyderabad","₹ 16,402"
691,14,Air India,28/01/2022,Ahmedabad,Tirupati,19:35,13:35,"3 stop via Mumbai,New Delhi,Hyderabad","₹ 16,822"
692,0,IndiGo,29/01/2022,Ahmedabad,Tirupati,07:35,13:30,1 stop via Hyderabad,"₹ 7,949"
693,1,IndiGo,29/01/2022,Ahmedabad,Tirupati,07:35,16:40,1 stop via Hyderabad,"₹ 7,949"
694,2,"IndiGo, Air India",29/01/2022,Ahmedabad,Tirupati,07:35,13:35,1 stop via Hyderabad,"₹ 8,674"
695,3,IndiGo,29/01/2022,Ahmedabad,Tirupati,05:40,11:45,1 stop via Bengaluru,"₹ 8,894"
696,4,IndiGo,29/01/2022,Ahmedabad,Tirupati,05:40,13:30,"2 stop via New Delhi,Hyderabad","₹ 8,946"
697,5,Air India,29/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
698,6,Air India,29/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
699,7,Air India,29/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,662"
700,8,Air India,29/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 11,512"
701,9,Air India,29/01/2022,Ahmedabad,Tirupati,19:35,13:35,"3 stop via Mumbai,New Delhi,Hyderabad","₹ 16,822"
702,0,Spicejet,30/01/2022,Ahmedabad,Tirupati,05:05,18:35,1 stop via Pune,"₹ 7,947"
703,1,IndiGo,30/01/2022,Ahmedabad,Tirupati,07:35,13:30,1 stop via Hyderabad,"₹ 7,949"
704,2,IndiGo,30/01/2022,Ahmedabad,Tirupati,10:00,16:40,1 stop via Hyderabad,"₹ 7,949"
705,3,IndiGo,30/01/2022,Ahmedabad,Tirupati,07:35,16:40,1 stop via Hyderabad,"₹ 7,949"
706,4,IndiGo,30/01/2022,Ahmedabad,Tirupati,10:00,19:25,1 stop via Hyderabad,"₹ 7,949"
707,5,"IndiGo, Spicejet",30/01/2022,Ahmedabad,Tirupati,07:35,14:05,1 stop via Hyderabad,"₹ 8,673"
708,6,"IndiGo, Air India",30/01/2022,Ahmedabad,Tirupati,07:35,13:35,1 stop via Hyderabad,"₹ 8,674"
709,7,IndiGo,30/01/2022,Ahmedabad,Tirupati,05:40,11:45,1 stop via Bengaluru,"₹ 8,894"
710,8,IndiGo,30/01/2022,Ahmedabad,Tirupati,05:40,13:30,"2 stop via New Delhi,Hyderabad","₹ 8,946"
711,9,"IndiGo, Spicejet",30/01/2022,Ahmedabad,Tirupati,05:40,14:05,"2 stop via Bengaluru,Hyderabad","₹ 9,130"
712,10,Air India,30/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
713,11,Air India,30/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
714,12,Air India,30/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
715,13,Air India,30/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
716,14,Air India,30/01/2022,Ahmedabad,Tirupati,19:35,13:35,"3 stop via Mumbai,New Delhi,Hyderabad","₹ 16,822"
717,0,IndiGo,31/01/2022,Ahmedabad,Tirupati,07:35,13:30,1 stop via Hyderabad,"₹ 7,949"
718,1,IndiGo,31/01/2022,Ahmedabad,Tirupati,07:35,16:40,1 stop via Hyderabad,"₹ 7,949"
719,2,"IndiGo, Spicejet",31/01/2022,Ahmedabad,Tirupati,07:35,14:05,1 stop via Hyderabad,"₹ 8,673"
720,3,"IndiGo, Air India",31/01/2022,Ahmedabad,Tirupati,07:35,13:35,1 stop via Hyderabad,"₹ 8,674"
721,4,IndiGo,31/01/2022,Ahmedabad,Tirupati,05:40,11:45,1 stop via Bengaluru,"₹ 8,894"
722,5,IndiGo,31/01/2022,Ahmedabad,Tirupati,05:40,13:30,"2 stop via New Delhi,Hyderabad","₹ 8,946"
723,6,"IndiGo, Spicejet",31/01/2022,Ahmedabad,Tirupati,05:40,14:05,"2 stop via Bengaluru,Hyderabad","₹ 9,130"
724,7,Air India,31/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
725,8,Air India,31/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 9,160"
726,9,Air India,31/01/2022,Ahmedabad,Tirupati,22:20,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
727,10,Air India,31/01/2022,Ahmedabad,Tirupati,21:00,13:35,"2 stop via New Delhi,Hyderabad","₹ 10,588"
728,11,Air India,31/01/2022,Ahmedabad,Tirupati,19:35,13:35,"2 stop via Mumbai,Hyderabad","₹ 11,152"
729,12,Air India,31/01/2022,Ahmedabad,Tirupati,18:45,13:35,"2 stop via New Delhi,Hyderabad","₹ 13,672"
730,13,Air India,31/01/2022,Ahmedabad,Tirupati,08:20,13:35,"4 stop via Nasik,Pune,New Delhi,Hyderabad","₹ 16,402"
731,14,Air India,31/01/2022,Ahmedabad,Tirupati,19:35,13:35,"3 stop via Mumbai,New Delhi,Hyderabad","₹ 16,822"
732,0,Go First,25/01/2022,Ahmedabad,Bengaluru,08:20,10:25,Non stop,"₹ 5,900"
733,1,Go First,25/01/2022,Ahmedabad,Bengaluru,21:30,23:40,Non stop,"₹ 5,900"
734,2,Go First,25/01/2022,Ahmedabad,Bengaluru,22:05,08:40,1 stop via New Delhi,"₹ 5,900"
