,Unnamed: 0,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
976,10,"IndiGo, Vistara",26/01/2022,Tirupati,Mumbai,17:00,23:00,1 stop via Hyderabad,"₹ 7,883"
977,11,Air India,26/01/2022,Tirupati,Mumbai,14:15,08:20,"3 stop via Hyderabad,New Delhi,Goa","₹ 12,252"
978,12,Air India,26/01/2022,Tirupati,Mumbai,14:15,22:10,"2 stop via Hyderabad,New Delhi","₹ 12,984"
979,0,IndiGo,27/01/2022,Tirupati,Mumbai,14:00,19:15,1 stop via Hyderabad,"₹ 5,109"
980,1,IndiGo,27/01/2022,Tirupati,Mumbai,16:20,21:35,1 stop via Bengaluru,"₹ 5,109"
981,2,IndiGo,27/01/2022,Tirupati,Mumbai,17:00,23:25,1 stop via Hyderabad,"₹ 5,109"
982,3,IndiGo,27/01/2022,Tirupati,Mumbai,14:00,23:25,1 stop via Hyderabad,"₹ 5,109"
983,4,IndiGo,27/01/2022,Tirupati,Mumbai,19:55,05:50,1 stop via Hyderabad,"₹ 5,109"
984,5,IndiGo,27/01/2022,Tirupati,Mumbai,19:55,23:25,1 stop via Hyderabad,"₹ 5,687"
985,6,IndiGo,27/01/2022,Tirupati,Mumbai,10:55,16:35,1 stop via Hyderabad,"₹ 6,947"
986,7,IndiGo,27/01/2022,Tirupati,Mumbai,10:55,19:15,1 stop via Hyderabad,"₹ 6,947"
987,8,Air India,27/01/2022,Tirupati,Mumbai,14:15,23:55,1 stop via Hyderabad,"₹ 7,314"
988,9,Air India,27/01/2022,Tirupati,Mumbai,14:15,09:05,"2 stop via Hyderabad,New Delhi","₹ 11,559"
989,10,Air India,27/01/2022,Tirupati,Mumbai,14:15,10:10,"2 stop via Hyderabad,New Delhi","₹ 11,559"
990,11,Air India,27/01/2022,Tirupati,Mumbai,14:15,11:15,"2 stop via Hyderabad,New Delhi","₹ 11,559"
991,12,Air India,27/01/2022,Tirupati,Mumbai,14:15,08:20,"3 stop via Hyderabad,New Delhi,Goa","₹ 12,252"
992,13,Air India,27/01/2022,Tirupati,Mumbai,14:15,22:10,"2 stop via Hyderabad,New Delhi","₹ 12,984"
993,14,Air India,27/01/2022,Tirupati,Mumbai,14:15,16:25,"5 stop via Hyderabad,New Delhi,Nagpur,Raipur,Visakhapatnam","₹ 13,682"
994,15,Air India,27/01/2022,Tirupati,Mumbai,14:15,13:45,"3 stop via Hyderabad,New Delhi,Amritsar","₹ 18,929"
995,16,Air India,27/01/2022,Tirupati,Mumbai,14:15,08:35,"3 stop via Hyderabad,New Delhi,Bengaluru","₹ 19,179"
996,17,Air India,27/01/2022,Tirupati,Mumbai,14:15,17:05,"3 stop via Hyderabad,New Delhi,Chennai","₹ 20,019"
997,0,IndiGo,28/01/2022,Tirupati,Mumbai,14:00,19:15,1 stop via Hyderabad,"₹ 5,109"
998,1,IndiGo,28/01/2022,Tirupati,Mumbai,16:20,21:35,1 stop via Bengaluru,"₹ 5,109"
999,2,IndiGo,28/01/2022,Tirupati,Mumbai,17:00,23:25,1 stop via Hyderabad,"₹ 5,109"
1000,3,IndiGo,28/01/2022,Tirupati,Mumbai,14:00,23:25,1 stop via Hyderabad,"₹ 5,109"
1001,4,IndiGo,28/01/2022,Tirupati,Mumbai,19:55,23:25,1 stop via Hyderabad,"₹ 5,687"
1002,5,Air India,28/01/2022,Tirupati,Mumbai,14:15,23:55,1 stop via Hyderabad,"₹ 7,314"
1003,6,Air India,28/01/2022,Tirupati,Mumbai,14:15,09:05,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1004,7,Air India,28/01/2022,Tirupati,Mumbai,14:15,10:10,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1005,8,Air India,28/01/2022,Tirupati,Mumbai,14:15,11:15,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1006,9,Air India,28/01/2022,Tirupati,Mumbai,14:15,08:35,"2 stop via Hyderabad,Bengaluru","₹ 12,039"
1007,10,Air India,28/01/2022,Tirupati,Mumbai,14:15,08:20,"3 stop via Hyderabad,New Delhi,Goa","₹ 12,252"
1008,11,Air India,28/01/2022,Tirupati,Mumbai,14:15,22:10,"2 stop via Hyderabad,New Delhi","₹ 12,984"
1009,12,Air India,28/01/2022,Tirupati,Mumbai,14:15,16:25,"4 stop via Hyderabad,New Delhi,Raipur,Visakhapatnam","₹ 13,682"
1010,13,Air India,28/01/2022,Tirupati,Mumbai,14:15,08:05,"3 stop via Hyderabad,New Delhi,Chennai","₹ 20,019"
1011,14,Air India,28/01/2022,Tirupati,Mumbai,14:15,18:15,"3 stop via Hyderabad,New Delhi,Chennai","₹ 20,019"
1012,0,IndiGo,30/01/2022,Tirupati,Mumbai,14:00,19:15,1 stop via Hyderabad,"₹ 5,109"
1013,1,IndiGo,30/01/2022,Tirupati,Mumbai,16:20,21:35,1 stop via Bengaluru,"₹ 5,109"
1014,2,IndiGo,30/01/2022,Tirupati,Mumbai,17:00,23:25,1 stop via Hyderabad,"₹ 5,109"
1015,3,IndiGo,30/01/2022,Tirupati,Mumbai,14:00,23:25,1 stop via Hyderabad,"₹ 5,109"
1016,4,IndiGo,30/01/2022,Tirupati,Mumbai,19:55,05:50,1 stop via Hyderabad,"₹ 5,109"
1017,5,IndiGo,30/01/2022,Tirupati,Mumbai,19:55,23:25,1 stop via Hyderabad,"₹ 5,687"
1018,6,IndiGo,30/01/2022,Tirupati,Mumbai,09:20,16:45,1 stop via Visakhapatnam,"₹ 5,897"
1019,7,Air India,30/01/2022,Tirupati,Mumbai,14:15,23:55,1 stop via Hyderabad,"₹ 7,314"
1020,8,Air India,30/01/2022,Tirupati,Mumbai,14:15,09:05,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1021,9,Air India,30/01/2022,Tirupati,Mumbai,14:15,10:10,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1022,10,Air India,30/01/2022,Tirupati,Mumbai,14:15,11:15,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1023,11,Air India,30/01/2022,Tirupati,Mumbai,14:15,08:35,"2 stop via Hyderabad,Bengaluru","₹ 12,039"
1024,12,Air India,30/01/2022,Tirupati,Mumbai,14:15,08:20,"3 stop via Hyderabad,New Delhi,Goa","₹ 12,252"
1025,13,Air India,30/01/2022,Tirupati,Mumbai,14:15,22:10,"2 stop via Hyderabad,New Delhi","₹ 12,984"
1026,14,Air India,30/01/2022,Tirupati,Mumbai,14:15,16:25,"4 stop via Hyderabad,New Delhi,Raipur,Visakhapatnam","₹ 13,682"
1027,15,Air India,30/01/2022,Tirupati,Mumbai,14:15,17:25,"4 stop via Hyderabad,New Delhi,Surat,Bhubaneswar","₹ 13,932"
1028,16,Air India,30/01/2022,Tirupati,Mumbai,14:15,17:05,"3 stop via Hyderabad,New Delhi,Chennai","₹ 20,019"
1029,0,IndiGo,31/01/2022,Tirupati,Mumbai,14:00,19:15,1 stop via Hyderabad,"₹ 5,109"
1030,1,IndiGo,31/01/2022,Tirupati,Mumbai,16:20,21:35,1 stop via Bengaluru,"₹ 5,109"
1031,2,IndiGo,31/01/2022,Tirupati,Mumbai,17:00,23:25,1 stop via Hyderabad,"₹ 5,109"
1032,3,IndiGo,31/01/2022,Tirupati,Mumbai,14:00,23:25,1 stop via Hyderabad,"₹ 5,109"
1033,4,IndiGo,31/01/2022,Tirupati,Mumbai,19:55,23:25,1 stop via Hyderabad,"₹ 5,687"
1034,5,IndiGo,31/01/2022,Tirupati,Mumbai,09:20,16:45,1 stop via Visakhapatnam,"₹ 5,897"
1035,6,Air India,31/01/2022,Tirupati,Mumbai,14:15,23:55,1 stop via Hyderabad,"₹ 7,314"
1036,7,Air India,31/01/2022,Tirupati,Mumbai,14:15,09:05,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1037,8,Air India,31/01/2022,Tirupati,Mumbai,14:15,10:10,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1038,9,Air India,31/01/2022,Tirupati,Mumbai,14:15,11:15,"2 stop via Hyderabad,New Delhi","₹ 10,635"
1039,10,Air India,31/01/2022,Tirupati,Mumbai,14:15,08:35,"2 stop via Hyderabad,Bengaluru","₹ 12,039"
1040,11,Air India,31/01/2022,Tirupati,Mumbai,14:15,08:20,"3 stop via Hyderabad,New Delhi,Goa","₹ 12,252"
1041,12,Air India,31/01/2022,Tirupati,Mumbai,14:15,22:10,"2 stop via Hyderabad,New Delhi","₹ 12,984"
1042,13,Air India,31/01/2022,Tirupati,Mumbai,14:15,16:25,"5 stop via Hyderabad,New Delhi,Nagpur,Raipur,Visakhapatnam","₹ 13,682"
1043,14,Air India,31/01/2022,Tirupati,Mumbai,14:15,08:05,"3 stop via Hyderabad,New Delhi,Chennai","₹ 20,019"
1044,15,Air India,31/01/2022,Tirupati,Mumbai,14:15,18:15,"3 stop via Hyderabad,New Delhi,Chennai","₹ 20,019"
1045,0,Spicejet,25/01/2022,Tirupati,New Delhi,14:25,09:00,1 stop via Pune,"₹ 4,999"
1046,1,Air India,25/01/2022,Tirupati,New Delhi,14:15,18:30,1 stop via Hyderabad,"₹ 7,419"
1047,2,IndiGo,25/01/2022,Tirupati,New Delhi,14:00,19:55,1 stop via Hyderabad,"₹ 8,889"
1048,3,IndiGo,25/01/2022,Tirupati,New Delhi,17:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1049,4,Air India,25/01/2022,Tirupati,New Delhi,14:15,23:00,1 stop via Hyderabad,"₹ 8,994"
1050,5,"Spicejet, Go First",25/01/2022,Tirupati,New Delhi,18:55,00:40,1 stop via Hyderabad,"₹ 9,560"
1051,6,"Spicejet, Go First",25/01/2022,Tirupati,New Delhi,11:30,00:40,1 stop via Hyderabad,"₹ 9,560"
1052,7,"Spicejet, Air India",25/01/2022,Tirupati,New Delhi,08:00,13:50,1 stop via Hyderabad,"₹ 9,561"
1053,8,"Spicejet, IndiGo",25/01/2022,Tirupati,New Delhi,11:30,18:10,1 stop via Hyderabad,"₹ 9,561"
1054,9,"Air India, IndiGo",25/01/2022,Tirupati,New Delhi,14:15,19:55,1 stop via Hyderabad,"₹ 9,562"
1055,10,IndiGo,25/01/2022,Tirupati,New Delhi,09:20,20:55,1 stop via Visakhapatnam,"₹ 9,570"
1056,11,"IndiGo, Vistara",25/01/2022,Tirupati,New Delhi,17:00,22:50,1 stop via Hyderabad,"₹ 9,667"
1057,12,IndiGo,25/01/2022,Tirupati,New Delhi,16:20,01:05,1 stop via Bengaluru,"₹ 10,412"
1058,13,"IndiGo, Air India",25/01/2022,Tirupati,New Delhi,16:20,23:55,1 stop via Bengaluru,"₹ 10,918"
1059,0,Air India,26/01/2022,Tirupati,New Delhi,14:15,18:30,1 stop via Hyderabad,"₹ 7,419"
1060,1,IndiGo,26/01/2022,Tirupati,New Delhi,14:00,19:55,1 stop via Hyderabad,"₹ 8,889"
1061,2,IndiGo,26/01/2022,Tirupati,New Delhi,17:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1062,3,IndiGo,26/01/2022,Tirupati,New Delhi,14:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1063,4,IndiGo,26/01/2022,Tirupati,New Delhi,09:20,20:55,1 stop via Visakhapatnam,"₹ 9,570"
1064,5,Air India,26/01/2022,Tirupati,New Delhi,14:15,23:00,1 stop via Hyderabad,"₹ 9,834"
1065,6,IndiGo,26/01/2022,Tirupati,New Delhi,19:55,09:20,"2 stop via Hyderabad,Mumbai","₹ 10,568"
1066,7,Air India,26/01/2022,Tirupati,New Delhi,14:15,22:55,"2 stop via Hyderabad,Vijayawada","₹ 13,447"
1067,0,Spicejet,27/01/2022,Tirupati,New Delhi,11:30,23:45,1 stop via Hyderabad,"₹ 4,997"
1068,1,Spicejet,27/01/2022,Tirupati,New Delhi,08:00,23:45,1 stop via Hyderabad,"₹ 4,997"
1069,2,Spicejet,27/01/2022,Tirupati,New Delhi,14:25,09:00,1 stop via Pune,"₹ 4,997"
1070,3,Spicejet,27/01/2022,Tirupati,New Delhi,18:55,23:45,1 stop via Hyderabad,"₹ 5,315"
1071,4,Air India,27/01/2022,Tirupati,New Delhi,14:15,18:30,1 stop via Hyderabad,"₹ 7,419"
1072,5,IndiGo,27/01/2022,Tirupati,New Delhi,14:00,19:55,1 stop via Hyderabad,"₹ 8,889"
1073,6,IndiGo,27/01/2022,Tirupati,New Delhi,17:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1074,7,IndiGo,27/01/2022,Tirupati,New Delhi,14:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1075,8,IndiGo,27/01/2022,Tirupati,New Delhi,09:20,20:55,1 stop via Visakhapatnam,"₹ 9,570"
1076,9,IndiGo,27/01/2022,Tirupati,New Delhi,16:20,22:10,1 stop via Bengaluru,"₹ 10,412"
1077,10,Air India,27/01/2022,Tirupati,New Delhi,14:15,23:00,1 stop via Hyderabad,"₹ 10,674"
1078,11,IndiGo,27/01/2022,Tirupati,New Delhi,10:55,18:10,1 stop via Hyderabad,"₹ 10,830"
1079,12,IndiGo,27/01/2022,Tirupati,New Delhi,10:55,19:55,1 stop via Hyderabad,"₹ 10,830"
1080,13,IndiGo,27/01/2022,Tirupati,New Delhi,19:55,09:20,"2 stop via Hyderabad,Mumbai","₹ 11,355"
1081,0,Spicejet,28/01/2022,Tirupati,New Delhi,18:55,04:45,1 stop via Hyderabad,"₹ 4,997"
1082,1,Spicejet,28/01/2022,Tirupati,New Delhi,11:30,04:45,1 stop via Hyderabad,"₹ 4,997"
1083,2,Spicejet,28/01/2022,Tirupati,New Delhi,08:00,04:45,1 stop via Hyderabad,"₹ 4,997"
1084,3,Air India,28/01/2022,Tirupati,New Delhi,14:15,18:30,1 stop via Hyderabad,"₹ 7,419"
1085,4,IndiGo,28/01/2022,Tirupati,New Delhi,17:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1086,5,IndiGo,28/01/2022,Tirupati,New Delhi,14:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1087,6,Air India,28/01/2022,Tirupati,New Delhi,14:15,23:00,1 stop via Hyderabad,"₹ 8,994"
1088,7,IndiGo,28/01/2022,Tirupati,New Delhi,09:20,20:55,1 stop via Visakhapatnam,"₹ 9,570"
1089,8,IndiGo,28/01/2022,Tirupati,New Delhi,16:20,22:10,1 stop via Bengaluru,"₹ 10,412"
1090,9,IndiGo,28/01/2022,Tirupati,New Delhi,19:55,08:10,"2 stop via Hyderabad,Mumbai","₹ 10,568"
1091,10,IndiGo,28/01/2022,Tirupati,New Delhi,19:55,09:20,"2 stop via Hyderabad,Mumbai","₹ 10,568"
1092,11,Air India,28/01/2022,Tirupati,New Delhi,14:15,22:55,"2 stop via Hyderabad,Vijayawada","₹ 13,027"
1093,0,Spicejet,29/01/2022,Tirupati,New Delhi,11:30,23:45,1 stop via Hyderabad,"₹ 4,997"
1094,1,Spicejet,29/01/2022,Tirupati,New Delhi,08:00,23:45,1 stop via Hyderabad,"₹ 4,997"
1095,2,IndiGo,29/01/2022,Tirupati,New Delhi,10:55,16:10,1 stop via Hyderabad,"₹ 8,889"
1096,3,IndiGo,29/01/2022,Tirupati,New Delhi,14:00,19:55,1 stop via Hyderabad,"₹ 8,889"
1097,4,IndiGo,29/01/2022,Tirupati,New Delhi,17:00,23:45,1 stop via Hyderabad,"₹ 9,045"
1098,5,"Spicejet, Air India",29/01/2022,Tirupati,New Delhi,08:00,13:50,1 stop via Hyderabad,"₹ 9,561"
1099,6,"Spicejet, IndiGo",29/01/2022,Tirupati,New Delhi,11:30,18:10,1 stop via Hyderabad,"₹ 9,561"
1100,7,"Air India, Go First",29/01/2022,Tirupati,New Delhi,14:15,00:40,1 stop via Hyderabad,"₹ 9,561"
1101,8,"Air India, IndiGo",29/01/2022,Tirupati,New Delhi,14:15,19:55,1 stop via Hyderabad,"₹ 9,562"
1102,9,IndiGo,29/01/2022,Tirupati,New Delhi,09:20,20:55,1 stop via Visakhapatnam,"₹ 9,570"
1103,10,"IndiGo, Vistara",29/01/2022,Tirupati,New Delhi,17:00,22:50,1 stop via Hyderabad,"₹ 9,667"
1104,11,IndiGo,29/01/2022,Tirupati,New Delhi,16:20,22:10,1 stop via Bengaluru,"₹ 10,412"
1105,12,IndiGo,29/01/2022,Tirupati,New Delhi,19:55,08:10,"2 stop via Hyderabad,Mumbai","₹ 10,568"
1106,0,Spicejet,30/01/2022,Tirupati,New Delhi,14:25,19:45,1 stop via Pune,"₹ 4,997"
1107,1,Spicejet,30/01/2022,Tirupati,New Delhi,08:00,04:35,1 stop via Hyderabad,"₹ 4,997"
1108,2,Spicejet,30/01/2022,Tirupati,New Delhi,14:25,09:00,1 stop via Pune,"₹ 4,997"
1109,3,Spicejet,30/01/2022,Tirupati,New Delhi,09:50,12:30,Non stop,"₹ 4,999"
1110,4,Spicejet,30/01/2022,Tirupati,New Delhi,11:30,04:35,1 stop via Hyderabad,"₹ 4,999"
1111,5,Air India,30/01/2022,Tirupati,New Delhi,14:15,18:30,1 stop via Hyderabad,"₹ 7,419"
1112,6,IndiGo,30/01/2022,Tirupati,New Delhi,14:00,19:55,1 stop via Hyderabad,"₹ 8,889"
1113,7,IndiGo,30/01/2022,Tirupati,New Delhi,17:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1114,8,IndiGo,30/01/2022,Tirupati,New Delhi,14:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1115,9,Air India,30/01/2022,Tirupati,New Delhi,14:15,23:00,1 stop via Hyderabad,"₹ 8,994"
1116,10,Spicejet,30/01/2022,Tirupati,New Delhi,18:55,04:35,1 stop via Hyderabad,"₹ 9,520"
1117,11,IndiGo,30/01/2022,Tirupati,New Delhi,09:20,20:55,1 stop via Visakhapatnam,"₹ 9,570"
1118,12,IndiGo,30/01/2022,Tirupati,New Delhi,16:20,22:10,1 stop via Bengaluru,"₹ 11,252"
1119,13,IndiGo,30/01/2022,Tirupati,New Delhi,19:55,08:10,"2 stop via Hyderabad,Mumbai","₹ 11,565"
1120,14,IndiGo,30/01/2022,Tirupati,New Delhi,19:55,09:20,"2 stop via Hyderabad,Mumbai","₹ 11,565"
1121,15,Air India,30/01/2022,Tirupati,New Delhi,14:15,22:55,"2 stop via Hyderabad,Vijayawada","₹ 12,187"
1122,0,Spicejet,31/01/2022,Tirupati,New Delhi,11:30,23:45,1 stop via Hyderabad,"₹ 4,997"
1123,1,Spicejet,31/01/2022,Tirupati,New Delhi,08:00,23:45,1 stop via Hyderabad,"₹ 4,997"
1124,2,Spicejet,31/01/2022,Tirupati,New Delhi,18:55,23:45,1 stop via Hyderabad,"₹ 4,999"
1125,3,Air India,31/01/2022,Tirupati,New Delhi,14:15,18:30,1 stop via Hyderabad,"₹ 7,419"
1126,4,IndiGo,31/01/2022,Tirupati,New Delhi,14:00,19:55,1 stop via Hyderabad,"₹ 8,889"
1127,5,IndiGo,31/01/2022,Tirupati,New Delhi,17:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1128,6,IndiGo,31/01/2022,Tirupati,New Delhi,14:00,23:45,1 stop via Hyderabad,"₹ 8,889"
1129,7,Air India,31/01/2022,Tirupati,New Delhi,14:15,23:00,1 stop via Hyderabad,"₹ 8,994"
1130,8,IndiGo,31/01/2022,Tirupati,New Delhi,19:55,09:20,"2 stop via Hyderabad,Mumbai","₹ 10,568"
1131,9,IndiGo,31/01/2022,Tirupati,New Delhi,09:20,20:55,1 stop via Visakhapatnam,"₹ 10,674"
1132,10,IndiGo,31/01/2022,Tirupati,New Delhi,16:20,22:10,1 stop via Bengaluru,"₹ 10,832"
1133,11,Air India,31/01/2022,Tirupati,New Delhi,14:15,22:55,"2 stop via Hyderabad,Vijayawada","₹ 12,607"
1134,0,AirAsia,25/01/2022,Bengaluru,Goa,07:35,17:25,1 stop via Hyderabad,"₹ 4,336"
1135,1,Go First,25/01/2022,Bengaluru,Goa,10:50,16:30,1 stop via Mumbai,"₹ 4,337"
1136,2,Go First,25/01/2022,Bengaluru,Goa,05:30,20:35,1 stop via Ahmedabad,"₹ 4,337"
1137,3,IndiGo,25/01/2022,Bengaluru,Goa,06:15,07:35,Non stop,"₹ 4,338"
1138,4,IndiGo,25/01/2022,Bengaluru,Goa,13:35,14:55,Non stop,"₹ 4,338"
1139,5,IndiGo,25/01/2022,Bengaluru,Goa,19:50,21:15,Non stop,"₹ 4,338"
1140,6,Air India,25/01/2022,Bengaluru,Goa,19:00,20:30,Non stop,"₹ 4,339"
1141,7,Air India,25/01/2022,Bengaluru,Goa,06:45,20:30,1 stop via Mumbai,"₹ 8,539"
1142,8,Air India,25/01/2022,Bengaluru,Goa,06:45,14:45,1 stop via Mumbai,"₹ 9,064"
1143,9,Air India,25/01/2022,Bengaluru,Goa,19:10,06:25,1 stop via Mumbai,"₹ 9,064"
1144,10,Vistara,25/01/2022,Bengaluru,Goa,07:00,13:50,1 stop via New Delhi,"₹ 12,454"
1145,11,Air India,25/01/2022,Bengaluru,Goa,10:25,22:25,"3 stop via New Delhi,Indore,Mumbai","₹ 13,162"
1146,12,Air India,25/01/2022,Bengaluru,Goa,21:00,14:45,"2 stop via New Delhi,Mumbai","₹ 13,162"
1147,13,Air India,25/01/2022,Bengaluru,Goa,21:00,14:45,"2 stop via New Delhi,Mumbai","₹ 13,162"
1148,14,Air India,25/01/2022,Bengaluru,Goa,21:00,14:45,"2 stop via New Delhi,Mumbai","₹ 13,162"
1149,15,Air India,25/01/2022,Bengaluru,Goa,17:20,14:45,"2 stop via New Delhi,Mumbai","₹ 13,162"
1150,16,Air India,25/01/2022,Bengaluru,Goa,17:20,14:45,"2 stop via New Delhi,Mumbai","₹ 13,162"
1151,17,Air India,25/01/2022,Bengaluru,Goa,05:45,13:25,1 stop via New Delhi,"₹ 14,524"
1152,18,Air India,25/01/2022,Bengaluru,Goa,17:20,00:35,1 stop via New Delhi,"₹ 14,524"
1153,19,Air India,25/01/2022,Bengaluru,Goa,21:00,13:25,1 stop via New Delhi,"₹ 14,524"
1154,20,Air India,25/01/2022,Bengaluru,Goa,06:30,00:35,"2 stop via Hyderabad,New Delhi","₹ 16,939"
1155,21,Vistara,25/01/2022,Bengaluru,Goa,18:50,12:45,"2 stop via New Delhi,Mumbai","₹ 20,476"
1156,22,Vistara,25/01/2022,Bengaluru,Goa,18:50,12:45,"2 stop via New Delhi,Mumbai","₹ 20,476"
1157,0,AirAsia,26/01/2022,Bengaluru,Goa,07:35,17:25,1 stop via Hyderabad,"₹ 4,336"
1158,1,Go First,26/01/2022,Bengaluru,Goa,15:45,17:10,Non stop,"₹ 4,337"
1159,2,Go First,26/01/2022,Bengaluru,Goa,16:45,23:25,1 stop via Mumbai,"₹ 4,337"
1160,3,Go First,26/01/2022,Bengaluru,Goa,16:45,23:25,1 stop via Mumbai,"₹ 4,337"
1161,4,Go First,26/01/2022,Bengaluru,Goa,10:50,23:25,1 stop via Mumbai,"₹ 4,337"
1162,5,Go First,26/01/2022,Bengaluru,Goa,06:30,23:25,1 stop via New Delhi,"₹ 4,337"
1163,6,IndiGo,26/01/2022,Bengaluru,Goa,06:15,07:35,Non stop,"₹ 4,338"
1164,7,IndiGo,26/01/2022,Bengaluru,Goa,12:45,14:05,Non stop,"₹ 4,338"
1165,8,IndiGo,26/01/2022,Bengaluru,Goa,13:35,14:55,Non stop,"₹ 4,338"
1166,9,IndiGo,26/01/2022,Bengaluru,Goa,19:50,21:15,Non stop,"₹ 4,338"
1167,10,Air India,26/01/2022,Bengaluru,Goa,19:00,20:30,Non stop,"₹ 4,339"
1168,11,Air India,26/01/2022,Bengaluru,Goa,09:30,17:00,1 stop via Mysore,"₹ 4,574"
1169,12,Spicejet,26/01/2022,Bengaluru,Goa,05:45,07:10,Non stop,"₹ 5,283"
1170,13,Air India,26/01/2022,Bengaluru,Goa,06:45,20:30,1 stop via Mumbai,"₹ 8,224"
1171,14,Air India,26/01/2022,Bengaluru,Goa,06:45,20:30,1 stop via Mumbai,"₹ 8,224"
1172,15,Go First,26/01/2022,Bengaluru,Goa,10:50,16:30,1 stop via Mumbai,"₹ 8,925"
1173,16,Go First,26/01/2022,Bengaluru,Goa,06:30,16:30,1 stop via Mumbai,"₹ 8,925"
1174,17,Air India,26/01/2022,Bengaluru,Goa,06:45,14:45,1 stop via Mumbai,"₹ 9,064"
1175,18,Air India,26/01/2022,Bengaluru,Goa,19:10,06:25,1 stop via Mumbai,"₹ 9,064"
1176,19,Go First,26/01/2022,Bengaluru,Goa,05:40,20:35,1 stop via Ahmedabad,"₹ 10,611"
1177,20,Vistara,26/01/2022,Bengaluru,Goa,21:10,13:50,1 stop via New Delhi,"₹ 12,454"
1178,21,Air India,26/01/2022,Bengaluru,Goa,06:10,13:25,1 stop via New Delhi,"₹ 14,524"
1179,22,Air India,26/01/2022,Bengaluru,Goa,17:50,00:35,1 stop via New Delhi,"₹ 14,524"
1180,23,Go First,26/01/2022,Bengaluru,Goa,06:30,12:45,1 stop via Mumbai,"₹ 15,541"
1181,0,Spicejet,27/01/2022,Bengaluru,Goa,05:45,07:10,Non stop,"₹ 4,337"
1182,1,Go First,27/01/2022,Bengaluru,Goa,15:45,17:10,Non stop,"₹ 4,337"
1183,2,Go First,27/01/2022,Bengaluru,Goa,10:50,16:30,1 stop via Mumbai,"₹ 4,337"
1184,3,Go First,27/01/2022,Bengaluru,Goa,06:30,16:30,1 stop via Mumbai,"₹ 4,337"
1185,4,Go First,27/01/2022,Bengaluru,Goa,16:45,23:25,1 stop via Mumbai,"₹ 4,337"
1186,5,Go First,27/01/2022,Bengaluru,Goa,07:20,23:25,1 stop via New Delhi,"₹ 4,337"
1187,6,Go First,27/01/2022,Bengaluru,Goa,22:00,13:30,1 stop via New Delhi,"₹ 4,337"
1188,7,IndiGo,27/01/2022,Bengaluru,Goa,06:15,07:35,Non stop,"₹ 4,338"
1189,8,IndiGo,27/01/2022,Bengaluru,Goa,12:45,14:05,Non stop,"₹ 4,338"
1190,9,IndiGo,27/01/2022,Bengaluru,Goa,19:50,21:15,Non stop,"₹ 4,338"
1191,10,Air India,27/01/2022,Bengaluru,Goa,19:00,20:30,Non stop,"₹ 4,339"
1192,11,AirAsia,27/01/2022,Bengaluru,Goa,07:35,17:25,1 stop via Hyderabad,"₹ 7,046"
1193,12,Air India,27/01/2022,Bengaluru,Goa,06:45,20:50,1 stop via Mumbai,"₹ 8,224"
1194,13,Go First,27/01/2022,Bengaluru,Goa,06:30,12:45,1 stop via Mumbai,"₹ 8,925"
1195,14,Air India,27/01/2022,Bengaluru,Goa,06:45,14:45,1 stop via Mumbai,"₹ 9,064"
1196,15,Go First,27/01/2022,Bengaluru,Goa,05:40,20:35,1 stop via Ahmedabad,"₹ 10,611"
1197,16,Vistara,27/01/2022,Bengaluru,Goa,07:00,13:50,1 stop via New Delhi,"₹ 12,454"
1198,17,Air India,27/01/2022,Bengaluru,Goa,10:25,22:25,"3 stop via New Delhi,Indore,Mumbai","₹ 13,162"
1199,0,AirAsia,28/01/2022,Bengaluru,Goa,07:35,17:25,1 stop via Hyderabad,"₹ 4,336"
1200,1,Go First,28/01/2022,Bengaluru,Goa,15:45,17:10,Non stop,"₹ 4,337"
1201,2,Go First,28/01/2022,Bengaluru,Goa,05:40,20:35,1 stop via Ahmedabad,"₹ 4,337"
1202,3,Go First,28/01/2022,Bengaluru,Goa,16:45,23:25,1 stop via Mumbai,"₹ 4,337"
1203,4,Go First,28/01/2022,Bengaluru,Goa,10:50,23:25,1 stop via Mumbai,"₹ 4,337"
1204,5,Go First,28/01/2022,Bengaluru,Goa,07:20,23:25,1 stop via New Delhi,"₹ 4,337"
1205,6,IndiGo,28/01/2022,Bengaluru,Goa,06:15,07:35,Non stop,"₹ 4,338"
1206,7,IndiGo,28/01/2022,Bengaluru,Goa,12:45,14:05,Non stop,"₹ 4,338"
